Waste type,Initial pH ,Initial carbon to nitrogen,Initial moisture content (%),Compost time (day),pH,Temperature (℃),Moisture content (%),EC（ms/cm-1）,Ammonia(mg/kg,Nitrate(mg/kg),Total nitrogen (%),Change in total organiz carbon (%),Change in organic matter content (%),C/N,GI (%),NH4+-N (g/Kg),NO3--N (g/Kg),CO2 (g/Kg),CH4 (g/Kg),N2O (g/Kg),NH3 (g/Kg)
pig manure,8.4429,47.6445,67.3978,3.0,8.64519,49.67792641,66.8773,,,,,,,48.2225,0.0,0.514085,0.27451,,,,
pig manure,8.4429,47.6445,67.3978,7.0,9.03344,56.3854369,65.9108,,,,,,,32.8324,0.631309,1.08803,0.265359,,,,
pig manure,8.4429,47.6445,67.3978,14.0,8.95514,56.5038468,62.342,,,,,,,27.1965,4.05047,1.94014,0.301961,,,,
pig manure,8.4429,47.6445,67.3978,20.0,8.4429,51.86265434,57.7323,,,,,,,21.6329,28.6112,0.954225,0.314161,,,,
pig manure,8.4429,47.6445,67.3978,30.0,8.22757,38.39821573,54.0892,,,,,,,18.7428,83.6958,0.464789,0.350763,,,,
pig manure,8.4429,47.6445,67.3978,45.0,8.03834,30.8717666,47.8439,,,,,,,17.0809,109.287,0.239437,0.582571,,,,
pig manure,8.4429,47.6445,67.3978,60.0,7.89478,29.07803431,43.0855,,,,,,,15.7803,113.942,0.169014,0.750327,,,,
pig manure,8.4429,47.6445,67.3978,75.0,7.80343,28.95458434,37.658,,,,,,,15.4913,119.193,0.0950704,,,,,
pig manure,8.4429,47.6445,67.3978,90.0,7.7447,28.84320252,35.3532,,,,,,,15.4191,129.629,0.0316901,,,,,
pig manure,8.05139,46.922,66.803,3.0,8.34829,44.3840069,60.4089,,,,,,,52.6301,1.40854,0.320423,0.131155,,,,
pig manure,8.05139,46.922,66.803,7.0,8.65498,56.28931152,55.5762,,,,,,,52.7023,0.628653,0.65493,0.137255,,,,
pig manure,8.05139,46.922,66.803,14.0,8.21126,57.70111725,51.5613,,,,,,,35.2168,1.05939,1.28521,0.140305,,,,
pig manure,8.05139,46.922,66.803,20.0,8.03834,55.04082253,48.5874,,,,,,,27.9913,18.441,0.883803,0.207407,,,,
pig manure,8.05139,46.922,66.803,30.0,7.90457,37.91258545,44.8699,,,,,,,25.5347,51.9863,0.443662,0.317211,,,,
pig manure,8.05139,46.922,66.803,45.0,7.71533,31.07909239,40.4089,,,,,,,23.5838,87.3512,0.309859,0.399564,,,,
pig manure,8.05139,46.922,66.803,60.0,7.75449,29.73966272,37.3606,,,,,,,21.4162,103.372,0.225352,0.54902,,,,
pig manure,8.05139,46.922,66.803,75.0,7.76101,29.51549911,33.9405,,,,,,,21.3439,108.824,0.116197,0.854031,,,,
pig manure,8.05139,46.922,66.803,90.0,7.73491,29.34075138,31.8587,,,,,,,19.104,113.277,0.0598592,0.960784,,,,
pig manure,8.8801,47.2832,65.8364,0.0,8.8801,25.3302,65.8364,,,,,,,47.2832,0.0,0.0316901,0.100654,,,,
pig manure,8.8801,47.2832,65.8364,3.0,8.94209,49.53019672,67.6952,,,,,,,49.7399,0.612334,0.179577,0.140305,,,,
pig manure,8.8801,47.2832,65.8364,7.0,9.16069,54.69567452,66.7286,,,,,,,53.2803,1.58339,0.482394,0.125054,,,,
pig manure,8.8801,47.2832,65.8364,14.0,9.2553,56.24013885,64.5725,,,,,,,39.4075,1.27896,1.02817,0.149455,,,,
pig manure,8.8801,47.2832,65.8364,20.0,8.86705,51.75709477,61.3011,,,,,,,32.6156,8.26964,0.669014,0.176906,,,,
pig manure,8.8801,47.2832,65.8364,30.0,8.7137,38.85052123,56.5428,,,,,,,26.3295,18.0808,0.302817,0.338562,,,,
pig manure,8.8801,47.2832,65.8364,45.0,8.34829,29.50884152,52.0074,,,,,,,19.6098,70.5979,0.176056,0.674074,,,,
pig manure,8.8801,47.2832,65.8364,60.0,8.4168,27.81958475,46.9517,,,,,,,17.5145,91.2068,0.0880282,0.896732,,,,
pig manure,8.8801,47.2832,65.8364,75.0,8.23409,27.69618819,41.8216,,,,,,,16.7197,98.4531,0.0492958,,,,,
pig manure,8.8801,47.2832,65.8364,90.0,8.20473,27.59082114,36.171,,,,,,,16.3584,99.9144,0.028169,,,,,
pig manure,8.05139,46.922,66.803,3.0,8.34829,44.3840069,60.4089,,,,,,,52.6301,1.40854,0.320423,0.131155,,,,
pig manure,8.05139,46.922,66.803,7.0,8.65498,56.28931152,55.5762,,,,,,,52.7023,0.628653,0.65493,0.137255,,,,
pig manure,8.05139,46.922,66.803,14.0,8.21126,57.70111725,51.5613,,,,,,,35.2168,1.05939,1.28521,0.140305,,,,
pig manure,8.05139,46.922,66.803,20.0,8.03834,55.04082253,48.5874,,,,,,,27.9913,18.441,0.883803,0.207407,,,,
pig manure,8.05139,46.922,66.803,30.0,7.90457,37.91258545,44.8699,,,,,,,25.5347,51.9863,0.443662,0.317211,,,,
pig manure,8.05139,46.922,66.803,45.0,7.71533,31.07909239,40.4089,,,,,,,23.5838,87.3512,0.309859,0.399564,,,,
pig manure,8.05139,46.922,66.803,60.0,7.75449,29.73966272,37.3606,,,,,,,21.4162,103.372,0.225352,0.54902,,,,
pig manure,8.05139,46.922,66.803,75.0,7.76101,29.51549911,33.9405,,,,,,,21.3439,108.824,0.116197,0.854031,,,,
pig manure,8.05139,46.922,66.803,90.0,7.73491,29.34075138,31.8587,,,,,,,19.104,113.277,0.0598592,0.960784,,,,
pig manure,9.24551,48.5838,66.6543,0.0,9.24551,25.3302,66.6543,,,,,,,47.5,0.0,0.0246479,0.131155,,,,
pig manure,9.24551,48.5838,66.6543,3.0,9.30424,49.81934527,67.4721,,,,,,,48.5838,0.412144,0.197183,0.131155,,,,
pig manure,9.24551,48.5838,66.6543,7.0,9.35644,53.3043969,66.3569,,,,,,,56.6763,1.02903,0.390845,0.149455,,,,
pig manure,9.24551,48.5838,66.6543,14.0,9.29445,55.98063885,64.1264,,,,,,,44.1763,1.45712,0.897887,0.149455,,,,
pig manure,9.24551,48.5838,66.6543,20.0,8.9845,50.34950889,62.6394,,,,,,,36.5173,6.87362,0.5,0.210458,,,,
pig manure,9.24551,48.5838,66.6543,30.0,8.6093,38.35370419,58.9963,,,,,,,29.5809,12.697,0.211268,0.356863,,,,
pig manure,9.24551,48.5838,66.6543,45.0,8.42333,30.47647678,52.8996,,,,,,,21.5607,66.4102,0.0492958,0.768627,,,,
pig manure,9.24551,48.5838,66.6543,60.0,8.36134,28.78775189,46.2082,,,,,,,20.1156,88.2157,0.0246479,0.963834,,,,
pig manure,9.24551,48.5838,66.6543,75.0,8.29935,28.52020647,42.2677,,,,,,,18.3092,97.0567,0.0176056,,,,,
pig manure,9.24551,48.5838,66.6543,90.0,8.28956,28.34545874,35.7993,,,,,,,17.0809,99.1175,0.0176056,,,,,
green waste,6.0,25.0,56.01,0.0,6.0,28.83986358,56.01,,,,,,,25.0,24.1523,0.988613,,,,,
green waste,6.0,25.0,56.01,4.0,6.415226634,55.51856008,55.6788,,,,,,,,18.9564,1.28192,,,,,
green waste,6.0,25.0,56.01,8.0,7.371612328,52.07033312,55.6788,,,,,,,,16.6154,3.25311,,,,,
green waste,6.0,25.0,56.01,12.0,7.771268957,48.820745,55.0096,,,,,,,,9.59239,3.79658,,,,,
green waste,6.0,25.0,56.01,16.0,7.757558537,44.80200322,55.4111,,,,,,,,24.1713,3.60248,,,,,
green waste,6.0,25.0,56.01,23.0,7.846261478,42.65352545,54.608,,,,,,,,28.2633,3.14441,,,,,
green waste,6.0,25.0,56.01,30.0,7.868639292,37.30943774,55.1434,,,,,,,,51.0642,3.14441,,,,,
green waste,6.0,25.0,56.01,37.0,7.849066524,36.59236071,53.4034,,,,,,,,53.6336,0.395963,,,,,
green waste,6.0,25.0,56.01,44.0,7.97,36.37308312,53.9388,,,,,,,,80.1,0.25064,0.37358,,,,
green waste,6.0,25.0,56.01,51.0,7.97,35.93300925,53.0019,,,,,,,,76.91,0.21717,0.47738,,,,
green waste,6.0,25.0,56.01,58.0,7.95,35.74152614,52.3327,,,,,,,,71.5,0.07775,0.96591,,,,
green waste,6.0,25.0,56.01,65.0,7.84,38.32637614,51.7973,,,,,,,,94.83,0.0468,,,,,
green waste,6.0,25.0,55.84,0.0,6.0,30.82057727,55.84,,,,,,,25.0,26.9881,0.956694,,,,,
green waste,6.0,25.0,55.84,4.0,6.248639014,56.01240139,55.1434,,,,,,,,30.8898,1.1068,,,,,
green waste,6.0,25.0,55.84,8.0,7.116836314,53.97249344,51.5296,,,,,,,,16.4441,1.67616,,,,,
green waste,6.0,25.0,55.84,12.0,7.501316206,48.8311452,52.7342,,,,,,,,0.0,1.93754,,,,,
green waste,6.0,25.0,55.84,16.0,7.566000554,44.95301588,52.065,,,,,,,,1.96035,2.68116,,,,,
green waste,6.0,25.0,55.84,23.0,7.818690859,42.87985266,51.1281,,,,,,,,28.4346,2.64924,,,,,
green waste,6.0,25.0,55.84,30.0,7.900789825,36.91624395,51.1281,,,,,,,,69.3354,1.79607,,,,,
green waste,6.0,25.0,55.84,37.0,7.910395484,36.51115276,51.7973,,,,,,,,58.9627,0.201001,,,,,
green waste,6.0,25.0,55.84,44.0,8.12,36.30086494,51.7973,,,,,,,,67.06,0.05847,0.9895,,,,
green waste,6.0,25.0,55.84,51.0,8.03,36.03882062,51.1281,,,,,,,,68.96,0.05483,,,,,
green waste,6.0,25.0,55.84,58.0,7.98,35.83908864,49.9235,,,,,,,,63.14,0.05401,,,,,
green waste,6.0,25.0,55.84,65.0,7.93,38.44632614,48.8528,,,,,,,,66.79,0.05262,,,,,
green waste,6.0,25.0,54.44,0.0,6.0,33.32517861,54.44,,,,,,,25.0,20.7264,0.874741,,,,,
green waste,6.0,25.0,54.44,4.0,6.303564301,58.25339155,54.2065,,,,,,,,20.1745,1.12664,,,,,
green waste,6.0,25.0,54.44,8.0,6.791972531,56.33703395,51.9312,,,,,,,,41.3006,2.71049,,,,,
green waste,6.0,25.0,54.44,12.0,7.282422826,48.63403965,53.2696,,,,,,,,41.4528,2.40683,,,,,
green waste,6.0,25.0,54.44,16.0,7.267325347,45.4217493,52.8681,,,,,,,,47.2768,2.32747,,,,,
green waste,6.0,25.0,54.44,23.0,7.636877131,43.10950699,53.9388,,,,,,,,70.9722,1.67702,,,,,
green waste,6.0,25.0,54.44,30.0,7.86213689,37.5176296,52.6004,,,,,,,,79.6511,0.0698758,,,,,
green waste,6.0,25.0,54.44,37.0,7.859574104,37.93472442,52.4665,,,,,,,,62.6741,0.0267426,,,,,
green waste,6.0,25.0,54.44,44.0,7.99,37.40603312,50.7266,,,,,,,,79.6,0.03646,,,,,
green waste,6.0,25.0,54.44,51.0,7.99,37.22412971,52.065,,,,,,,,76.89,0.03488,,,,,
green waste,6.0,25.0,54.44,58.0,7.97,36.88152386,51.1281,,,,,,,,75.97,0.03255,,,,,
green waste,6.0,25.0,54.44,65.0,8.13,39.64419432,49.2543,,,,,,,,85.89,0.04047,0.96354,,,,
green waste,6.0,25.0,53.45,0.0,6.0,33.75486767,53.45,,,,,,,25.0,30.4711,0.848861,,,,,
green waste,6.0,25.0,53.45,4.0,6.297686915,58.1936743,53.9388,,,,,,,,27.6542,1.00932,,,,,
green waste,6.0,25.0,53.45,8.0,6.784928668,56.51655301,53.5373,,,,,,,,38.9976,2.71308,,,,,
green waste,6.0,25.0,53.45,12.0,7.284701541,48.50397759,53.0019,,,,,,,,62.5218,2.73292,,,,,
green waste,6.0,25.0,53.45,16.0,7.267198238,45.49837258,53.9388,,,,,,,,46.7629,2.66822,,,,,
green waste,6.0,25.0,53.45,23.0,7.67720756,43.50094361,53.6711,,,,,,,,70.4393,2.20842,,,,,
green waste,6.0,25.0,53.45,30.0,7.88228903,37.39636958,51.7973,,,,,,,,81.1737,0.092305,,,,,
green waste,6.0,25.0,53.45,37.0,7.867753555,36.69096843,52.065,,,,,,,,85.3608,0.0577985,,,,,
green waste,6.0,25.0,53.45,44.0,8.01,36.12729221,50.9943,,,,,,,,86.25,0.04876,,,,,
green waste,6.0,25.0,53.45,51.0,7.96,35.96240016,50.9943,,,,,,,,84.54,0.04386,0.96272,,,,
green waste,6.0,25.0,53.45,58.0,7.86,35.71991023,49.9235,,,,,,,,85.33,0.04638,,,,,
green waste,6.0,25.0,53.45,65.0,7.8,38.61874432,48.3174,,,,,,,,89.24,0.05417,,,,,
green waste,6.0,25.0,53.1,0.0,6.0,33.72842581,53.1,,,,,,,25.0,29.2149,0.806591,,,,,
green waste,6.0,25.0,53.1,4.0,6.325868733,58.80203364,53.344,,,,,,,,25.6368,0.82902,,,,,
green waste,6.0,25.0,53.1,8.0,6.796037418,56.04544441,51.3214,,,,,,,,36.6186,2.45083,,,,,
green waste,6.0,25.0,53.1,12.0,7.274700849,48.43866054,50.0871,,,,,,,,38.1983,2.62595,,,,,
green waste,6.0,25.0,53.1,16.0,7.296432311,45.43376576,51.6486,,,,,,,,35.705,2.44565,,,,,
green waste,6.0,25.0,53.1,23.0,7.82623318,43.37663111,51.7378,,,,,,,,51.483,2.06263,,,,,
green waste,6.0,25.0,53.1,30.0,8.165103772,37.18517388,50.7563,,,,,,,,66.0619,0.0612491,,,,,
green waste,6.0,25.0,53.1,37.0,8.15618714,36.50610358,49.5071,,,,,,,,68.6312,0.0931677,,,,,
green waste,6.0,25.0,53.1,44.0,8.28,36.03865471,48.9123,,,,,,,,76.94,0.05673,0.34401,,,,
green waste,6.0,25.0,53.1,51.0,8.21,35.87376266,47.4549,,,,,,,,64.34,0.04249,,,,,
green waste,6.0,25.0,53.1,58.0,8.18,35.63127273,46.6815,,,,,,,,76.83,0.04438,,,,,
green waste,6.0,25.0,53.1,65.0,8.11,38.61940682,44.4954,,,,,,,,83.52,0.04171,,,,,
poultry manure,8.4,10.6,66.0,0.0,8.15387,26.3435,67.4268,,,,,,,10.6,33.7483,2.67839,0.0475887,0.0,0.0,0.0,
poultry manure,8.4,10.6,66.0,3.0,9.18921,44.5077,57.986,,,,,,,,42.9822,3.00144,0.0408451,0.0473476,0.002049,0.00221552,
poultry manure,8.4,10.6,66.0,6.0,9.00644,57.5977,52.4508,,,,,,,,23.2027,3.60163,0.0972857,0.0341109,0.00382121,0.00152607,
poultry manure,8.4,10.6,66.0,9.0,9.14743,60.3459,46.6225,,,,,,,,55.6746,3.64415,0.369841,0.0183959,0.0015455,0.0010381,
poultry manure,8.4,10.6,66.0,12.0,9.01201,55.2329,43.5284,,,,,,,,67.3184,3.89422,0.219871,0.0118552,0.000411324,0.000759512,
poultry manure,8.4,10.6,66.0,18.0,8.82019,44.2082,39.1061,,,,,,,,104.953,3.65749,0.11593,0.00293606,0.000126737,0.000589996,
poultry manure,8.4,10.6,66.0,30.0,8.56745,26.2577,38.5967,,,,,,,,106.872,3.08578,0.0762762,0.00150458,0.00184659,0.0,
poultry manure,8.2,13.0,65.0,0.0,8.15527,26.3434,67.4624,,,,,,,13.0,33.4986,2.58509,0.0560179,0.0,0.0,0.0,
poultry manure,8.2,13.0,65.0,3.0,8.55352,67.0091,64.9183,,,,,,,,43.5275,2.81576,0.0623788,0.0404852,0.001049,0.00160108,
poultry manure,8.2,13.0,65.0,6.0,8.60191,65.9843,54.0484,,,,,,,,28.2963,3.06213,0.231375,0.0550683,0.00193202,0.00151763,
poultry manure,8.2,13.0,65.0,9.0,8.65205,61.3969,48.5487,,,,,,,,49.74,3.43691,0.343279,0.0195613,0.000955719,0.000850863,
poultry manure,8.2,13.0,65.0,12.0,8.56049,57.3243,45.1083,,,,,,,,69.0686,3.51424,0.268534,0.0154808,0.000895865,0.000754238,
poultry manure,8.2,13.0,65.0,18.0,8.64648,46.6464,38.7066,,,,,,,,95.9043,3.30213,0.126838,0.013165,0.000458216,0.000673857,
poultry manure,8.2,13.0,65.0,30.0,8.57511,25.5219,36.6882,,,,,,,,107.532,3.20095,0.0592763,0.00697965,5.94e-05,0.000548965,
poultry manure,8.1,10.5,66.9,0.0,8.28895,26.417,67.4267,,,,,,,10.5,33.9534,2.79941,0.0233635,0.0,0.0,0.0,
poultry manure,8.1,10.5,66.9,3.0,8.95666,50.0358,58.0658,,,,,,,,31.2949,3.78297,0.0429704,0.0541916,0.0015588,0.00184685,
poultry manure,8.1,10.5,66.9,6.0,8.82228,55.5798,48.8736,,,,,,,,19.5647,3.61394,0.0285772,0.0419168,0.000938845,0.0012708,
poultry manure,8.1,10.5,66.9,9.0,8.59252,55.7216,48.3889,,,,,,,,59.6757,3.37625,0.210464,0.0286249,0.000677803,0.000855081,
poultry manure,8.1,10.5,66.9,12.0,8.51732,57.44,41.833,,,,,,,,85.2358,2.82817,0.273847,0.0188657,0.000736457,0.000614997,
poultry manure,8.1,10.5,66.9,18.0,8.41149,52.8472,37.9079,,,,,,,,96.2449,2.9591,0.0744207,0.0103904,0.000299652,0.000487143,
poultry manure,8.1,10.5,66.9,30.0,8.40383,26.3627,36.5285,,,,,,,,111.92,2.70796,0.0549553,0.00381659,1.51e-05,0.000175547,
poultry manure,8.3,15.0,65.3,0.0,8.16954,26.3961,67.3203,,,,,,,15.0,34.1572,2.75538,0.0604806,0.0,0.0,0.0,
poultry manure,8.3,15.0,65.3,3.0,8.41671,68.9113,53.61,,,,,,,,42.5277,3.14371,0.0664166,0.0603696,0.000694331,0.00110371,
poultry manure,8.3,15.0,65.3,6.0,8.53333,70.7663,46.3971,,,,,,,,48.8505,3.65798,0.148499,0.0554197,0.000671163,0.000939575,
poultry manure,8.3,15.0,65.3,9.0,8.60748,69.2477,43.152,,,,,,,,79.7307,3.70112,0.21429,0.0251843,0.00045018,0.00068736,
poultry manure,8.3,15.0,65.3,12.0,8.49713,63.4094,40.3684,,,,,,,,98.5364,3.27805,0.221076,0.0122438,0.000396312,0.000621854,
poultry manure,8.3,15.0,65.3,18.0,8.64752,49.7994,37.0202,,,,,,,,112.411,3.17588,0.0927669,0.00731978,0.000343121,0.000554658,
poultry manure,8.3,15.0,65.3,30.0,8.66249,25.112,32.5963,,,,,,,,133.407,2.66269,0.0590641,0.000672127,7.73e-05,0.000415526,
pig manure,8.32709,25.0,60.0,0.0,8.32709,28.12242178,60.0,,,,,,,25.0,41.573,0.0522285,0.00629995,,,,
pig manure,8.32709,25.0,60.0,1.0,9.43379,40.2729,59.81590909,,,,,,,,59.7304,0.0731952,0.0143055,,,,
pig manure,8.32709,25.0,60.0,4.0,9.46654,59.588,55.60801586,,,,,,,,50.7732,0.0801758,0.0316414,,,,
pig manure,8.32709,25.0,60.0,12.0,9.10622,32.4101,51.78471664,,,,,,,,67.9435,0.0120778,0.0197582,,,,
pig manure,8.32709,25.0,60.0,26.0,8.23163,22.0715,51.45774155,,,,,,,,81.0235,0.0121783,0.0120909,,,,
pig manure,8.47263,25.0,60.0,0.0,8.47263,28.33416311,60.0,,,,,,,25.0,39.7555,0.0596359,0.00805829,,,,
pig manure,8.47263,25.0,60.0,1.0,9.45297,31.6749,59.81590909,,,,,,,,55.82,0.0702825,0.0169264,,,,
pig manure,8.47263,25.0,60.0,4.0,9.43238,60.96,55.32698673,,,,,,,,53.3802,0.0745763,0.0311139,,,,
pig manure,8.47263,25.0,60.0,12.0,9.19279,32.5134,51.88193189,,,,,,,,59.3149,0.0102699,0.0215082,,,,
pig manure,8.47263,25.0,60.0,26.0,8.32007,22.2782,50.66975309,,,,,,,,82.4004,0.0081607,0.0173994,,,,
pig manure,8.58072,25.0,60.0,0.0,8.58072,29.1249638,60.0,,,,,,,25.0,38.6724,0.060339,0.0076564,,,,
pig manure,8.58072,25.0,60.0,1.0,9.59803,29.9459,59.81590909,,,,,,,,61.3643,0.0748274,0.0232817,,,,
pig manure,8.58072,25.0,60.0,4.0,9.46701,62.0218,55.25419682,,,,,,,,58.0249,0.0830383,0.0342706,,,,
pig manure,8.58072,25.0,60.0,12.0,9.2569,36.0372,51.55837106,,,,,,,,64.0882,0.0164972,0.0215082,,,,
pig manure,8.58072,25.0,60.0,26.0,8.4132,20.6807,50.26203492,,,,,,,,83.3367,0.00811048,0.0176172,,,,
pig manure,8.74357,25.0,60.0,0.0,8.74357,29.60776017,60.0,,,,,,,25.0,45.9791,0.0713873,0.00675211,,,,
pig manure,8.74357,25.0,60.0,1.0,9.59008,34.1274,59.65122045,,,,,,,,55.4345,0.0811048,0.0263965,,,,
pig manure,8.74357,25.0,60.0,4.0,9.5358,63.8918,54.80109154,,,,,,,,54.6653,0.0840427,0.0331235,,,,
pig manure,8.74357,25.0,60.0,12.0,9.20496,37.24,51.35741084,,,,,,,,62.6746,0.0121532,0.0220357,,,,
pig manure,8.74357,25.0,60.0,26.0,8.53252,22.2875,51.19841333,,,,,,,,87.0085,0.00793471,0.0188061,,,,
sewage sludge,7.51937,24.989,60.8687,0.0,7.51937,20.0096,60.8687,,,,,,,24.989,5.85526,,,,,,
sewage sludge,7.51937,24.989,60.8687,8.0,8.41253,53.1672,55.3567,,,,,,,22.2512,15.2613,,,,,,
sewage sludge,7.51937,24.989,60.8687,16.0,7.79184,38.3779,53.3665,,,,,,,20.9046,34.0412,,,,,,
sewage sludge,7.51937,24.989,60.8687,24.0,7.69096,32.6053,52.0684,,,,,,,20.3403,52.0402,,,,,,
sewage sludge,7.51937,24.989,60.8687,32.0,7.66059,28.426,49.0247,,,,,,,20.308,75.1165,,,,,,
sewage sludge,7.51937,24.989,60.8687,39.0,7.62007,24.847,47.7962,,,,,,,17.7259,88.0838,,,,,,
sewage sludge,7.51937,24.987,60.8513,0.0,7.51937,20.0327,60.8513,,,,,,,24.987,31.8633,,,,,,
sewage sludge,7.51937,24.987,60.8513,7.95924,8.41099,56.4922,56.3275,,,,,,,21.4256,48.9431,,0.00332,,,,
sewage sludge,7.51937,24.987,60.8513,15.976,8.13243,41.3912,53.3839,,,,,,,20.483,66.0,,0.00242,,,,
sewage sludge,7.51937,24.987,60.8513,24.0188,8.07096,34.441,52.0249,,,,,,,19.5639,82.2297,,,,,,
sewage sludge,7.51937,24.987,60.8513,32.0146,8.02181,31.5432,48.1236,,,,,,,19.0843,94.1171,,0.00176,,,,
sewage sludge,7.51937,24.987,60.8513,39.9582,7.9819,27.6063,45.8547,,,,,,,19.0875,101.961,,,,,,
sewage sludge,7.52183,24.9732,60.8164,0.0,7.52183,20.0789,60.8164,,,,,,,24.9732,35.0109,,,,,,
sewage sludge,7.52183,24.9732,60.8164,7.99059,8.42331,56.319,53.5633,,,,,,,21.6778,53.1476,,0.01119,,,,
sewage sludge,7.52183,24.9732,60.8164,16.0073,7.95813,42.1993,51.3249,,,,,,,20.3076,77.9242,,0.11211,,,,
sewage sludge,7.52183,24.9732,60.8164,24.0293,7.91052,34.1178,50.3358,,,,,,,19.3827,90.1102,,,,,,
sewage sludge,7.52183,24.9732,60.8164,31.9676,7.86876,31.7856,46.6218,,,,,,,18.5543,102.044,,0.2378,,,,
sewage sludge,7.52183,24.9732,60.8164,39.9948,7.84056,28.7493,45.1495,,,,,,,19.4185,107.912,,0.26477,,,,
sewage sludge,7.52183,24.9633,60.7947,0.0,7.52183,19.9404,60.7947,,,,,,,24.9633,29.313,,,,,,
sewage sludge,7.52183,24.9633,60.7947,7.94356,8.4424,55.9842,51.2822,,,,,,,21.5714,46.7145,,0.0167,,,,
sewage sludge,7.52183,24.9633,60.7947,16.0439,8.00186,42.3725,50.4934,,,,,,,20.1086,52.973,,0.08955,,,,
sewage sludge,7.52183,24.9633,60.7947,24.0502,7.92777,35.2492,49.8701,,,,,,,19.0043,69.9839,,,,,,
sewage sludge,7.52183,24.9633,60.7947,31.9415,7.87923,32.0165,45.638,,,,,,,18.1582,83.7782,,0.26532,,,,
sewage sludge,7.52183,24.9633,60.7947,39.9895,7.84918,28.5646,44.5096,,,,,,,17.9033,94.9304,,0.28349,,,,
sewage sludge,7.64316,24.9673,60.8382,0.0,7.64316,20.1135,60.8382,,,,,,,24.9673,28.1873,,,,,,
sewage sludge,7.64316,24.9673,60.8382,8.00105,8.47166,55.2915,50.1243,,,,,,,20.7202,45.9564,,0.00902,,,,
sewage sludge,7.64316,24.9673,60.8382,16.0021,8.02033,41.7491,49.4269,,,,,,,19.2632,52.1458,,0.10166,,,,
sewage sludge,7.64316,24.9673,60.8382,24.0658,7.97119,35.3762,48.6729,,,,,,,18.4743,68.996,,,,,,
sewage sludge,7.64316,24.9673,60.8382,31.9885,7.91034,31.7279,45.1504,,,,,,,17.5927,81.7794,,0.28976,,,,
sewage sludge,7.64316,24.9673,60.8382,39.9634,7.86334,28.3567,43.7174,,,,,,,19.0067,89.9219,,0.29687,,,,
poultry manure,7.70023,18.0,65.0,0.00901558,7.70023,25.34858518,65.0,,,,,,,18.0,0.871095,,,,,,
poultry manure,7.70023,18.0,65.0,3.07382,8.50597,55.0505733,60.48637406,,,,,,,,3.90673,,,,,,
poultry manure,7.70023,18.0,65.0,6.9717,8.29975,55.51053218,55.16420804,,,,,,,,28.2974,,,,,,
poultry manure,7.70023,18.0,65.0,13.9823,8.0738,42.6526073,48.34105884,,,,,,,,60.9239,,,,,,
poultry manure,7.70023,18.0,65.0,20.9785,8.50813,37.4579569,41.50698931,,,,,,,,62.2965,,,,,,
poultry manure,7.70023,18.0,65.0,28.0538,8.42554,34.68016288,40.56362826,,,,,,,,45.1122,,,,,,
poultry manure,7.70023,18.0,65.0,35.152,8.52951,31.45277974,40.48472529,,,,,,,,42.0238,,,,,,
poultry manure,7.70023,18.0,65.0,42.0243,8.5257,29.33576051,39.48920235,,,,,,,,50.5499,,,,,,
poultry manure,7.81843,18.0,65.0,0.0664176,7.81843,26.16258678,65.0,,,,,,,18.0,0.422349,,,,,,
poultry manure,7.81843,18.0,65.0,2.87794,8.59283,57.38724676,57.86223005,,,,,,,,0.316762,,,,,,
poultry manure,7.81843,18.0,65.0,6.9375,8.39231,58.16623136,52.16683933,,,,,,,,41.8654,,,,,,
poultry manure,7.81843,18.0,65.0,14.0042,8.15307,45.59804647,47.19296037,,,,,,,,67.6023,,,,,,
poultry manure,7.81843,18.0,65.0,21.1339,8.59121,37.13874027,39.71109689,,,,,,,,67.6551,,,,,,
poultry manure,7.81843,18.0,65.0,28.0342,8.57222,33.96421287,37.79750284,,,,,,,,52.8201,,,,,,
poultry manure,7.81843,18.0,65.0,35.0123,8.61447,30.02853648,38.86633075,,,,,,,,70.5587,,,,,,
poultry manure,7.81843,18.0,65.0,42.0533,8.61067,28.35541559,37.43381251,,,,,,,,74.3335,,,,,,
pig manure,7.62984,30.0,60.0,1.0,7.62984,36.61345886,60.0,,,,,,,30.0,38.3667,,0.548775,,,,
pig manure,7.62984,30.0,60.0,3.0,9.54742,42.89398285,59.91389931,,,,,,,,13.3868,,0.5089,,,,
pig manure,7.62984,30.0,60.0,7.0,9.17584,51.25808239,62.12671234,,,,,,,,57.9908,,0.568317,,,,
pig manure,7.62984,30.0,60.0,14.0,8.21714,49.93231523,61.30537893,,,,,,,,86.8768,,0.624703,,,,
pig manure,7.62984,30.0,60.0,21.0,8.80406,44.26714773,60.91332972,,,,,,,,90.2458,,0.479493,,,,
pig manure,7.62984,30.0,60.0,28.0,8.97361,42.21711782,59.53226975,,,,,,,,93.4618,,0.53871,,,,
pig manure,7.62984,30.0,60.0,35.0,9.17068,36.24543103,57.60485818,,,,,,,,100.342,,0.609284,,,,
pig manure,7.62984,30.0,60.0,42.0,9.45948,30.30224857,56.06385942,,,,,,,,106.077,,0.819014,,,,
pig manure,7.62984,30.0,60.0,50.0,9.32631,29.70272883,55.74029537,,,,,,,,120.743,,0.994565,,,,
pig manure,7.72667,30.0,60.0,1.0,7.72667,37.59806705,60.0,,,,,,,30.0,66.326,,0.526036,,,,
pig manure,7.72667,30.0,60.0,3.0,8.85029,45.01662716,57.71746548,,,,,,,,34.9354,,0.443606,,,,
